LAMBERT_Square
SURVEY NAME: Lambert_Square
SURVEY DATE: 9 12 2009  COMMENT: Alex
SURVEY TEAM: 
Alex
DECLINATION:   -3.68  FORMAT: DMMDUDRLLADN  CORRECTIONS:  0.00 0.00 0.00

        FROM           TO   LENGTH  BEARING      INC     LEFT       UP     DOWN    RIGHT   FLAGS  COMMENTS

    LT345_79    LT345_79G    65.62   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT345_79    LT345_79D    65.62    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT345_79    LT345_79H    65.62     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT345_79    LT345_79B    65.62   180.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT345_79   LT345_79HH    65.62     0.00   -90.00     0.00     0.00     0.00     0.00  #|L#
    LT345_79   LT345_79DD    65.62     0.00    90.00     0.00     0.00     0.00     0.00  #|L#
    LT346_80    LT346_80G    32.81   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_80    LT346_80D    32.81    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_80    LT346_80H    32.81     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_80    LT346_80B    32.81   180.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_80   LT346_80UH    32.81     0.00   -90.00     0.00     0.00     0.00     0.00  #|L#
    LT346_80   LT346_80UD    32.81     0.00    90.00     0.00     0.00     0.00     0.00  #|L#
    LT344_80    LT344_80G    32.81   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_80    LT344_80D    32.81    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_80    LT344_80H    32.81     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_80    LT344_80B    32.81   180.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_80   LT344_80UH    32.81     0.00   -90.00     0.00     0.00     0.00     0.00  #|L#
    LT344_80   LT344_80UD    32.81     0.00    90.00     0.00     0.00     0.00     0.00  #|L#
    LT346_78    LT346_78G    32.81   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_78    LT346_78D    32.81    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_78    LT346_78H    32.81     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_78    LT346_78B    32.81   180.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT346_78   LT346_78UH    32.81     0.00   -90.00     0.00     0.00     0.00     0.00  #|L#
    LT346_78   LT346_78UD    32.81     0.00    90.00     0.00     0.00     0.00     0.00  #|L#
    LT344_78    LT344_78G    32.81   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_78    LT344_78D    32.81    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_78    LT344_78H    32.81     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_78    LT344_78B    32.81   180.00     0.00     0.00     0.00     0.00     0.00  #|L#
    LT344_78   LT344_78UH    32.81     0.00   -90.00     0.00     0.00     0.00     0.00  #|L#
    LT344_78   LT344_78UD    32.81     0.00    90.00     0.00     0.00     0.00     0.00  #|L#

UTM_Square
SURVEY NAME: UTM_Square
SURVEY DATE: 9 12 2009  COMMENT: PdB
SURVEY TEAM: 
PdB
DECLINATION:    0.00  FORMAT: DMDDUDRLLAaDdNF  CORRECTIONS:  0.00 0.00 0.00  CORRECTIONS2:  0.00 0.00

                FROM                   TO   LENGTH  BEARING      INC     LEFT       UP     DOWN    RIGHT   FLAGS  COMMENTS

          UT683_4757          UT683_4757R    32.81    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT683_4757          UT683_4757U    32.81     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT684_4757          UT684_4757U    32.81     0.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT684_4757          UT684_4757L    32.81   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT684_4758          UT684_4758L    32.81   270.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT684_4758          UT684_4758D    32.81   180.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT683_4758          UT683_4758R    32.81    90.00     0.00     0.00     0.00     0.00     0.00  #|L#
          UT683_4758          UT683_4758D    32.81   180.00     0.00     0.00     0.00     0.00     0.00  #|L#


