2025-07-02 17:26:10,167 - INFO - ********************************************************************************************************************************************
2025-07-02 17:26:10,167 - INFO - * Conversion Th, Dat, Mak, Tro, files to Therion files and folders
2025-07-02 17:26:10,168 - INFO - *       Script pyCreateTh by : alexandre.pont@yahoo.fr
2025-07-02 17:26:10,168 - INFO - *       Version :              2025.07.02
2025-07-02 17:26:10,168 - INFO - *       Input file :           ~\Desktop\Tests\Synthese_PSM\Synthese_PSM.MAK
2025-07-02 17:26:10,168 - INFO - *       Output folder :        ~\Desktop\Tests\Synthese_PSM\Synthese_PSM
2025-07-02 17:26:10,169 - INFO - *       Log file :             Synthese_PSM.log
2025-07-02 17:26:10,169 - INFO - *       Config file:           ~\config.ini
2025-07-02 17:26:10,169 - INFO - *       
2025-07-02 17:26:10,169 - INFO - *       
2025-07-02 17:26:10,169 - INFO - ********************************************************************************************************************************************
2025-07-02 17:26:10,172 - INFO - Reading mak file: ~\Desktop\Tests\Synthese_PSM\Synthese_PSM.MAK, fixed station: 193, files: 140, UTM Zone: 30, Datum: European 1950, SCR: EPSG:23030
2025-07-02 17:26:10,173 - INFO - Source file: LAMBERT_UTM.DAT, encoding: utf-8-sig, conversion to utf-8
2025-07-02 17:26:10,174 - INFO - Source file: Alhais 2001_02.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,175 - INFO - Source file: Arphidia 09_01.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,176 - INFO - Source file: Beauf 98_02.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,178 - INFO - Source file: BG63 08_03.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,179 - INFO - Source file: BL118_01.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,180 - INFO - Source file: Bouquetins_98.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,183 - INFO - Source file: BT6 02_03.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,184 - INFO - Source file: C103 08_02.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,185 - INFO - Source file: C108 Sima H 09_01.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,187 - INFO - Source file: C110 08_02.DAT, encoding: windows-1252, conversion to utf-8
2025-07-02 17:26:10,188 - INFO - Source file: Cascade_98.DAT, encoding: utf-8-sig, conversion to utf-8
2025-07-02 17:26:10,189 - INFO - Source file: Chipi96_02.DAT, encoding: utf-8-sig, conversion to utf-8
2025-07-02 17:26:10,191 - INFO - Source file: Embrochat 97_01.DAT, encoding: windows-1252, conversion to utf-8
